wait,0.2,880
wait,0.2,784
wait,0.2,659
wait,0.2,523
wait,0.2,880
wait,3
move,20
turn_left,141
wait,1.6
wait,1.7
move,15
move,12
move,33
turn_right,138
move,17
move,12
move,15
move,46
wait,1.3
wait,0.2,880
wait,0.2,784
wait,0.2,659
wait,0.2,523
wait,0.2,880
wait,5
