wait,0.2,880
wait,0.2,784
wait,0.2,659
wait,0.2,523
wait,0.2,880
wait,3
move,20
turn_right,158,647,1.8
wait,1.1,348
move,32,1279,6.4
move,42,695,8.4
wait,1.5,1399
move,15,1126,3.0
move,23,1153,4.6
turn_right,105,1911,1.2
move,37,578,7.4
turn_right,87,337,1.0
move,28,376,5.6
wait,0.2,880
wait,0.2,784
wait,0.2,659
wait,0.2,523
wait,0.2,880
wait,5
